ROMANEIO;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
TP;TIPO;PRODUTO;DESCRICAO;FAMILIA;NUM.PEDIDO;ROMANEIO;EMISSAO;ENTREGA;ITEM;SALDO;COD.CLIENTE;CLIENTE;REDE;ESTADO;MUNICIPIO;VENDEDOR;TIPO.FRETE;RESERVA;STATUS;ROTA;PES0.BRUTO;TP.VEICULO;OBS.PEDIDO;OBS.SOBEL;OBS.PROTHEUS
PVS;PV;1401.22.03X05L;LAVA LOUCAS SUPREMA NEUTRO-03X05L; 2001; 045779; 000543;11/10/2018;29/10/2018; 05;30; 011687;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;EM ROMANEIO;SAO PAULO - LESTE 4;475,8;TRUCK;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.AGENDA RMSAOMIGUEL@ATACADAO.COM.BR;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045779; 000543;11/10/2018;29/10/2018; 06;30; 011687;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;EM ROMANEIO;SAO PAULO - LESTE 4;474,6;TRUCK;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.AGENDA RMSAOMIGUEL@ATACADAO.COM.BR;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045780; ;11/10/2018;27/10/2018; 01;210; 011692;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;SAO PAULO - NORTE;3.439,80;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET *        - *AGENDAR ENTREGA *;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1301.15.03X05L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-03X05L; 3001; 045780; ;11/10/2018;27/10/2018; 02;30; 011692;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;SAO PAULO - NORTE;485,7;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET *        - *AGENDAR ENTREGA *;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1401.22.03X05L;LAVA LOUCAS SUPREMA NEUTRO-03X05L; 2001; 045780; ;11/10/2018;27/10/2018; 03;60; 011692;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;SAO PAULO - NORTE;951,6;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET *        - *AGENDAR ENTREGA *;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 045780; ;11/10/2018;27/10/2018; 04;216; 011692;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;SAO PAULO - NORTE;2.825,28;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET *        - *AGENDAR ENTREGA *;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045780; ;11/10/2018;27/10/2018; 05;30; 011692;ATACADAO S/A;ATACADAO;SP;SAO PAULO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;SAO PAULO - NORTE;474,6;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET *        - *AGENDAR ENTREGA *;AGENDAMENTOSAOPAULO@ATACADAO.COM.BR
PVS;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 045788; ;11/10/2018;18/10/2018; 01;42; 000467;ATACADAO S/A;ATACADAO;SP;SANTOS;ATACADAO SP;CIF;0;AGENDAR;SANTOS -LITORAL SUL;697,2;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET;AGENDAR: - AGENDAMENTOSANTOS@ATACADAO.COM.BR
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045788; ;11/10/2018;18/10/2018; 02;60; 000467;ATACADAO S/A;ATACADAO;SP;SANTOS;ATACADAO SP;CIF;0;AGENDAR;SANTOS -LITORAL SUL;982,8;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET;AGENDAR: - AGENDAMENTOSANTOS@ATACADAO.COM.BR
PVS;PV;1301.15.03X05L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-03X05L; 3001; 045788; ;11/10/2018;18/10/2018; 03;60; 000467;ATACADAO S/A;ATACADAO;SP;SANTOS;ATACADAO SP;CIF;0;AGENDAR;SANTOS -LITORAL SUL;971,4;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET;AGENDAR: - AGENDAMENTOSANTOS@ATACADAO.COM.BR
PVS;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 045788; ;11/10/2018;18/10/2018; 04;144; 000467;ATACADAO S/A;ATACADAO;SP;SANTOS;ATACADAO SP;CIF;0;AGENDAR;SANTOS -LITORAL SUL;1.883,52;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET;AGENDAR: - AGENDAMENTOSANTOS@ATACADAO.COM.BR
PVS;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 045788; ;11/10/2018;18/10/2018; 05;144; 000467;ATACADAO S/A;ATACADAO;SP;SANTOS;ATACADAO SP;CIF;0;AGENDAR;SANTOS -LITORAL SUL;1.883,52;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET;AGENDAR: - AGENDAMENTOSANTOS@ATACADAO.COM.BR
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045788; ;11/10/2018;18/10/2018; 06;150; 000467;ATACADAO S/A;ATACADAO;SP;SANTOS;ATACADAO SP;CIF;0;AGENDAR;SANTOS -LITORAL SUL;2.373,00;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET;AGENDAR: - AGENDAMENTOSANTOS@ATACADAO.COM.BR
PVS;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 045790; ;11/10/2018;24/10/2018; 01;252; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;4.183,20;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 045790; ;11/10/2018;24/10/2018; 02;70; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;936,6;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 045790; ;11/10/2018;24/10/2018; 03;20; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;385,2;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045790; ;11/10/2018;24/10/2018; 04;60; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;982,8;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 045790; ;11/10/2018;24/10/2018; 05;72; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;941,76;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 045790; ;11/10/2018;24/10/2018; 06;288; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;3.767,04;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1401.22.03X05L;LAVA LOUCAS SUPREMA NEUTRO-03X05L; 2001; 045790; ;11/10/2018;24/10/2018; 07;30; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;475,8;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045790; ;11/10/2018;24/10/2018; 08;30; 000537;ATACADAO S/A;ATACADAO;SP;GUARUJA;ATACADAO SP;CIF;0;AGENDAR;GUARUJA-LITORAL SUL;474,6;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET  - * * AGENDAR ATE AS 15:00 H  * *;AGENDAMENTOGUARUJA@ATACADAO.COM.BR
PVS;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 045793; 000525;11/10/2018;26/10/2018; 01;300; 011673;ATACADAO S/A;ATACADAO;SP;PIRACICABA;ATACADAO SP;CIF;300;EM ROMANEIO;PIRACICABA;3.999,00;CARRETA ROMEU & JULIETA;AGENDAR;EMAIL PARA AGENDAMENTO: AGENDAMENTOPIRACICABA@ATACADAO.COM.BR;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 045793; 000525;11/10/2018;26/10/2018; 02;10; 011673;ATACADAO S/A;ATACADAO;SP;PIRACICABA;ATACADAO SP;CIF;10;EM ROMANEIO;PIRACICABA;192,6;CARRETA ROMEU & JULIETA;AGENDAR;EMAIL PARA AGENDAMENTO: AGENDAMENTOPIRACICABA@ATACADAO.COM.BR;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045793; 000525;11/10/2018;26/10/2018; 03;240; 011673;ATACADAO S/A;ATACADAO;SP;PIRACICABA;ATACADAO SP;CIF;240;EM ROMANEIO;PIRACICABA;3.931,20;CARRETA ROMEU & JULIETA;AGENDAR;EMAIL PARA AGENDAMENTO: AGENDAMENTOPIRACICABA@ATACADAO.COM.BR;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1301.15.03X05L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-03X05L; 3001; 045793; 000525;11/10/2018;26/10/2018; 04;30; 011673;ATACADAO S/A;ATACADAO;SP;PIRACICABA;ATACADAO SP;CIF;30;EM ROMANEIO;PIRACICABA;485,7;CARRETA ROMEU & JULIETA;AGENDAR;EMAIL PARA AGENDAMENTO: AGENDAMENTOPIRACICABA@ATACADAO.COM.BR;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045793; 000525;11/10/2018;26/10/2018; 05;30; 011673;ATACADAO S/A;ATACADAO;SP;PIRACICABA;ATACADAO SP;CIF;30;EM ROMANEIO;PIRACICABA;474,6;CARRETA ROMEU & JULIETA;AGENDAR;EMAIL PARA AGENDAMENTO: AGENDAMENTOPIRACICABA@ATACADAO.COM.BR;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 045795; ;11/10/2018;18/10/2018; 01;150; 011668;ATACADAO S/A;ATACADAO;SP;SAO JOSE DOS CAMPOS;ATACADAO SP;CIF;0;AGENDAR;SAO JOSE DOS CAMPOS;1.999,50;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.RMSAOJOSEDOSCAMPOS@ATACADAO.;AGENDAMENTOSAOJOSEDOSCAMPOS@ATACADAO.COM.BR
PVS;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 045795; ;11/10/2018;18/10/2018; 02;20; 011668;ATACADAO S/A;ATACADAO;SP;SAO JOSE DOS CAMPOS;ATACADAO SP;CIF;0;AGENDAR;SAO JOSE DOS CAMPOS;385,2;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.RMSAOJOSEDOSCAMPOS@ATACADAO.;AGENDAMENTOSAOJOSEDOSCAMPOS@ATACADAO.COM.BR
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045795; ;11/10/2018;18/10/2018; 03;60; 011668;ATACADAO S/A;ATACADAO;SP;SAO JOSE DOS CAMPOS;ATACADAO SP;CIF;0;AGENDAR;SAO JOSE DOS CAMPOS;982,8;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.RMSAOJOSEDOSCAMPOS@ATACADAO.;AGENDAMENTOSAOJOSEDOSCAMPOS@ATACADAO.COM.BR
PVS;PV;1301.15.03X05L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-03X05L; 3001; 045795; ;11/10/2018;18/10/2018; 04;30; 011668;ATACADAO S/A;ATACADAO;SP;SAO JOSE DOS CAMPOS;ATACADAO SP;CIF;0;AGENDAR;SAO JOSE DOS CAMPOS;485,7;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.RMSAOJOSEDOSCAMPOS@ATACADAO.;AGENDAMENTOSAOJOSEDOSCAMPOS@ATACADAO.COM.BR
PVS;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 045795; ;11/10/2018;18/10/2018; 05;648; 011668;ATACADAO S/A;ATACADAO;SP;SAO JOSE DOS CAMPOS;ATACADAO SP;CIF;0;AGENDAR;SAO JOSE DOS CAMPOS;8.475,84;CARRETA ROMEU & JULIETA;AGENDAR;* TAXA DE DESCARGA R$ 10,00 POR PALET*.RMSAOJOSEDOSCAMPOS@ATACADAO.;AGENDAMENTOSAOJOSEDOSCAMPOS@ATACADAO.COM.BR
PVS;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 045796; ;11/10/2018;18/10/2018; 01;294; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;4.880,40;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 045796; ;11/10/2018;18/10/2018; 02;375; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;4.998,75;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045796; ;11/10/2018;18/10/2018; 03;180; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;2.948,40;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 045796; ;11/10/2018;18/10/2018; 04;144; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;1.883,52;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 045796; ;11/10/2018;18/10/2018; 05;144; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;1.883,52;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 045796; ;11/10/2018;18/10/2018; 06;360; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;4.708,80;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045796; ;11/10/2018;18/10/2018; 07;30; 011669;ATACADAO S/A;ATACADAO;SP;RIBEIRAO PRETO;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;RIBEIRAO PRETO;474,6;CARRETA ROMEU & JULIETA;;POR ORDEM CHEGADA/TRATAR C CLEITON/DALCE;* TAXA DE DESCARGA R$ 10,00 POR PALET
PVS;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 045799; ;11/10/2018;18/10/2018; 01;10; 011839;ATACADAO S/A;;SP;MARILIA;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;MARILIA;192,6;CARRETA ROMEU & JULIETA;;ORDEM DE CHEGADA / R$ 10,00 P/ PALLET;
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045799; ;11/10/2018;18/10/2018; 02;300; 011839;ATACADAO S/A;;SP;MARILIA;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;MARILIA;4.914,00;CARRETA ROMEU & JULIETA;;ORDEM DE CHEGADA / R$ 10,00 P/ PALLET;
PVS;PV;1301.15.03X05L;DESINF.SUPREMA EXTRATO DE EUCALIPTO-03X05L; 3001; 045799; ;11/10/2018;18/10/2018; 03;30; 011839;ATACADAO S/A;;SP;MARILIA;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;MARILIA;485,7;CARRETA ROMEU & JULIETA;;ORDEM DE CHEGADA / R$ 10,00 P/ PALLET;
PVS;PV;1401.22.03X05L;LAVA LOUCAS SUPREMA NEUTRO-03X05L; 2001; 045799; ;11/10/2018;18/10/2018; 04;90; 011839;ATACADAO S/A;;SP;MARILIA;ATACADAO SP;CIF;0;LIB P/ GERAR ROM;MARILIA;1.427,40;CARRETA ROMEU & JULIETA;;ORDEM DE CHEGADA / R$ 10,00 P/ PALLET;
PVS;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 045801; 000513;11/10/2018;18/10/2018; 01;714; 012841;ATACADAO S/A;ATACADAO;SP;ITAPEVI;ATACADAO SP;CIF;714;EM ROMANEIO;ITAPEVI;11.852,40;CARRETA ROMEU & JULIETA;;* TAXA DE DESCARGA R$ 10,00 POR PALET  - NAO PRECISA AGENDAR;ANIVERSARIO DA CIDADE 18/02.
PVS;PV;1101.01R12X1,5;ALVEJANTE SUPREMA ULTRA REMOCAO-12X1,5L; 1001; 045801; 000513;11/10/2018;18/10/2018; 02;10; 012841;ATACADAO S/A;ATACADAO;SP;ITAPEVI;ATACADAO SP;CIF;10;EM ROMANEIO;ITAPEVI;192,6;CARRETA ROMEU & JULIETA;;* TAXA DE DESCARGA R$ 10,00 POR PALET  - NAO PRECISA AGENDAR;ANIVERSARIO DA CIDADE 18/02.
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045801; 000513;11/10/2018;18/10/2018; 03;180; 012841;ATACADAO S/A;ATACADAO;SP;ITAPEVI;ATACADAO SP;CIF;180;EM ROMANEIO;ITAPEVI;2.948,40;CARRETA ROMEU & JULIETA;;* TAXA DE DESCARGA R$ 10,00 POR PALET  - NAO PRECISA AGENDAR;ANIVERSARIO DA CIDADE 18/02.
PVS;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 045801; 000513;11/10/2018;18/10/2018; 04;144; 012841;ATACADAO S/A;ATACADAO;SP;ITAPEVI;ATACADAO SP;CIF;144;EM ROMANEIO;ITAPEVI;1.883,52;CARRETA ROMEU & JULIETA;;* TAXA DE DESCARGA R$ 10,00 POR PALET  - NAO PRECISA AGENDAR;ANIVERSARIO DA CIDADE 18/02.
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045801; 000513;11/10/2018;18/10/2018; 05;90; 012841;ATACADAO S/A;ATACADAO;SP;ITAPEVI;ATACADAO SP;CIF;90;EM ROMANEIO;ITAPEVI;1.423,80;CARRETA ROMEU & JULIETA;;* TAXA DE DESCARGA R$ 10,00 POR PALET  - NAO PRECISA AGENDAR;ANIVERSARIO DA CIDADE 18/02.
PVS;PV;1201.11.03X05L;AMAC.SUPREMA-ALEGRES ENCANTO-AZUL-03X05L; 1001; 045802; 000544;11/10/2018;29/10/2018; 01;120; 013828;ATACADAO S/A;ATACADAO;SP;JACAREI;ATACADAO SP;CIF;0;EM ROMANEIO;JACAREI - SP;1.965,60;CARRETA TOCO 28;AGENDAR;AGENDAR ENTREGA: AGENDAMENTOMATRIZ3@ATACADAO.COM.BR;>> TAXA DE DESCARGA R$ 10,00 POR PALET <<
PVS;PV;1401.19.24X500;LAVA LOUCAS SUPREMA FRUTAS VERMELHAS-24X500ML; 2001; 045802; 000544;11/10/2018;29/10/2018; 02;144; 013828;ATACADAO S/A;ATACADAO;SP;JACAREI;ATACADAO SP;CIF;0;EM ROMANEIO;JACAREI - SP;1.883,52;CARRETA TOCO 28;AGENDAR;AGENDAR ENTREGA: AGENDAMENTOMATRIZ3@ATACADAO.COM.BR;>> TAXA DE DESCARGA R$ 10,00 POR PALET <<
PVS;PV;1401.21.24X500;LAVA LOUCAS SUPREMA NATURAL CLEAR-24X500ML; 2001; 045802; 000544;11/10/2018;29/10/2018; 03;216; 013828;ATACADAO S/A;ATACADAO;SP;JACAREI;ATACADAO SP;CIF;0;EM ROMANEIO;JACAREI - SP;2.825,28;CARRETA TOCO 28;AGENDAR;AGENDAR ENTREGA: AGENDAMENTOMATRIZ3@ATACADAO.COM.BR;>> TAXA DE DESCARGA R$ 10,00 POR PALET <<
PVS;PV;1401.22.03X05L;LAVA LOUCAS SUPREMA NEUTRO-03X05L; 2001; 045802; 000544;11/10/2018;29/10/2018; 04;30; 013828;ATACADAO S/A;ATACADAO;SP;JACAREI;ATACADAO SP;CIF;0;EM ROMANEIO;JACAREI - SP;475,8;CARRETA TOCO 28;AGENDAR;AGENDAR ENTREGA: AGENDAMENTOMATRIZ3@ATACADAO.COM.BR;>> TAXA DE DESCARGA R$ 10,00 POR PALET <<
PVS;PV;1401.22.24X500;LAVA LOUCAS SUPREMA NEUTRO-24X500ML; 2001; 045802; 000544;11/10/2018;29/10/2018; 05;216; 013828;ATACADAO S/A;ATACADAO;SP;JACAREI;ATACADAO SP;CIF;0;EM ROMANEIO;JACAREI - SP;2.825,28;CARRETA TOCO 28;AGENDAR;AGENDAR ENTREGA: AGENDAMENTOMATRIZ3@ATACADAO.COM.BR;>> TAXA DE DESCARGA R$ 10,00 POR PALET <<
PVS;PV;1501.23.03X05L;LAVA ROUPAS LIQUIDO SUPREMA ULTRA ACAO-03X05L; 1001; 045802; 000544;11/10/2018;29/10/2018; 06;30; 013828;ATACADAO S/A;ATACADAO;SP;JACAREI;ATACADAO SP;CIF;0;EM ROMANEIO;JACAREI - SP;474,6;CARRETA TOCO 28;AGENDAR;AGENDAR ENTREGA: AGENDAMENTOMATRIZ3@ATACADAO.COM.BR;>> TAXA DE DESCARGA R$ 10,00 POR PALET <<
PVS;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 045808; 000512;12/10/2018;26/10/2018; 01;378; 011713;ATACADAO S/A;;SP;SAO PAULO;ATACADAO SP;CIF;378;EM ROMANEIO;SAO PAULO- SUL 6;6.274,80;TRUCK;AGENDAR;AGENDAMENTOSANTOAMARO@ATACADAO.COM.BR;SOMENTE TRUCK
PVS;PV;1001.01.06X02L;AGUA SANITARIA SUPREMA-06X02L; 4001; 045808; 000512;12/10/2018;26/10/2018; 02;225; 011713;ATACADAO S/A;;SP;SAO PAULO;ATACADAO SP;CIF;225;EM ROMANEIO;SAO PAULO- SUL 6;2.999,25;TRUCK;AGENDAR;AGENDAMENTOSANTOAMARO@ATACADAO.COM.BR;SOMENTE TRUCK
PVS;PV;1001.01.12X01L;AGUA SANITARIA SUPREMA-12X01L; 4001; 045808; 000512;12/10/2018;26/10/2018; 03;140; 011713;ATACADAO S/A;;SP;SAO PAULO;ATACADAO SP;CIF;140;EM ROMANEIO;SAO PAULO- SUL 6;1.873,20;TRUCK;AGENDAR;AGENDAMENTOSANTOAMARO@ATACADAO.COM.BR;SOMENTE TRUCK
PVS;PV;1001.01.03X05L;AGUA SANITARIA SUPREMA-03X05L; 4001; 045810; ;12/10/2018;19/10/2018; 01;84; 011713;ATACADAO S/A;;SP;SAO PAULO;ATACADAO SP;CIF;0;AGENDAR;SAO PAULO- SUL 6;1.394,40;TRUCK;AGENDAR;AGENDAMENTOSANTOAMARO@ATACADAO.COM.BR;SOMENTE TRUCK
